Emotion,Text
neutral,Excuse me . Could you please take a picture of us with this camera ? 
worry,"@trueblooddallas Dallas, I have a few Questions for you but, can't direct to you cause your not following me"
fear,"She was nervous of all Men , and preferred to be with the women of the Court . "
anger, I'm about to be swept away by millions of cockroaches ! 
worry,"I seriously hate my life: it's currently 2:42am, I have 3 finals tomorrow, and have not slept a single second"
joy, Thank you . 
surprise,@brittany3693 @Hollykeeling09 sooo idk if Brittany told you or not...but I'm going the iron bowl with yall Saturday!!!! 
worry,@dorzki good morning  good luck! Belive in you
sadness,"Her shoulders were slumped and she was walking slowly , looking depressed . "
fear,J'ai un pote qui a une coque Steve Jobs pour son iPhone 
fear,I'm now feeling worse than I did when I awoke. I need to be held. #NeverAgain
love,I just finished first season six feet under
joy,FOR months now I have been trying to contain excitement at the thought of the compact disc . 
anger,"Proverbs 15:1 NIV& gentle answer turns away wrath,& a harsh word stirs up anger.  #gossip #KillThemWithKindness"
anger,"They're playing Manchester Orchestra in between acts...Hey Allston Pudding, I really would have liked to go to that concert. "
worry,&quot
neutral, Not bad . 
surprise,@Nichole_anders mayyybsss... But you wont know if i am or not because its going to be your surprise birthday party 
joy,7 hour car ride! 
joy,Me siento una teen en el  jajaja q pasaaaaa las cougar se han adueñado de este lugar!! 
worry,@Rorzshach Are you okay?
joy,"The way this particular girl spoke, behaved, and reacted the first time I was introduced to her, I felt certain that something between us would materialize."
joy,The eagle has landed in Phoenix Ironically it's colder here in the desert than it was in SF.
surprise,Good luck Lenaaaa! RT @selenaa_23: Walked into the last day of class to find out there is a quiz 
fear,The of the #LORD is to #hate #evil; #pride &amp; #arrogance &amp; the evil way &amp; the #perverse mouth I hate ~ #YHWH ~ Pr:8:13 #Israel4Ever
surprise,My parents forgot to tell us about our family pictures being taken today #CHEESE #shutupandsmile
anger,"In the student kitchen that we share, somebody drank from my juice pot (one litre) so that I only got one glass out of the whole pot."
worry,"@AJM1030 The movie was AWESOME, I wish I could re-load my pistols like Agent 0 did, but I do not want to be him  I think I will be Gambit"
fear,"|| fear not what they say, or what they do. All they trying to do is trip you! So keep your head up and stand strong, that's living..."
joy,Did you see this free sms app? Wlhi it is working cool. 
neutral, Let's go in to wait for them . 
joy,Excited! A week from now I will be in La Jolla! One week with my dad's family...Can't wait...&lt;3  #family
worry,storming outside
love,let's make this last forever.
anger,Insulted by other people in the shop.
worry,Just lost my internet signal  how will life go on
fear,Watching Al Pacino in Scarface beating everyone. Why doesn't anyone put him in their palm &amp; stuff him in their shirt pocket? Factor
sadness, I fell down and hurt my arm . 
sadness,"A heartbroken Daniels watched this all going on , and was moved to break the golden rule of not speaking until spoken to . "
sadness,"The day I was to receive my gold-medal for the M.A, my grandmother, who I loved very much, died after an illness.  She  died a few hours before the convocation.  While I was attending the convocation I had to control my grief as she would not have liked me to miss it.  It was a day she had been waiting for, but did not get to see. "
anger,I don't think that I could hate someone as much as I hate you! Gah I want to take a pillow to you in your sleep! #Ihatemyroommate
worry,Just discovered a painful sunburn on my right sholder  hopefully it just turns into a tan!
surprise,"@GottliebShow @SPORTSbyBROOKS If he calls you and tries to sell you something, hang up. He'lk ask you for your credit card number. "
joy,Completely forgetting about your oral is not a good ideaa... 
joy,"She grinned , delighted at this mind-reading . "
joy,thanksgiving: spending the night at the emegency room. 
anger,I feel it when I see that somebody is traying to made a stupid of me.
sadness, I feel like maybe I am coming down with the flu . 
worry,@BBBaumgartner  sad day. I was lucky enough to realize it before I got out of the parking lot.
worry,Really disappointed I can't make it to bloomington for @sproutbox launch party tonight  if you're around you should check it out
joy,"He laughed shortly , little amusement on his face . "
anger,The men got resentful of the women working all hours in the co-op . 
joy,When my family allowed me to do higher studies.
joy,Writing all those papers I was supposed to write last week. 
sadness, we have breakfast for lunch at school....  oh wait...  we never do 
fear,"In this he resembled Bonamy Dobre at Leeds , who reacted with the utmost dismay when his pet student , Robin Skelton , announced his engagement to a fellow-student . "
love,"@Kenzielee_ Mother's Day in the U.S today. I won't tell mine, she'll expect another present"
worry,"What a gloomy day in the OC,Cali"
worry,"@ljs777 for the most part, not enough space on one drive to properly defrag, nowhere else to put stuff, but yeah, reassembled"
neutral, I could stand to lose a few pounds . Having a car has made me lazy . I never end up walking anywhere ! 
anger,"The day the results of the Chinese university was announced I should have been very happy; however my grandmother, because of  her prejudice and misunderstanding, started a  quarrel with my mother.  She expected me to take her side and she deliberately talked of my mother's wrong doings.  I was very angry because - one my grandmother was not being reasonable and two because it should have been a happy day and three we had moved into a new house that day."
joy,"You realize that by choosing joy every single moment in your life, you become joyful! "
joy,Eight journals and AP lit term flash cards to make still 
fear,I always look a man straight in his eye to show him is nowhere in the area.
worry,I feel useless I don't know what to do right now. I'm so bored
surprise,"No, antiwrinkle commercial, my skin does not slow down after 20, because I am immortal. "
worry,"@secretidcrisis Sorry to hear that, dude"
worry,"Gettin some fuel, too bad no one is reading this!"
sadness,Iqam chosen for your lecture and my best friend is not. Now he is angry with me and I cannot help him.
worry,@paminnewzealand Hiya! You might want to delete and retweet - the link to your blog doesn't work
worry,Freaking out a bit..crossing my fingers that things will work out ok
anger,When my chief accused me of an error that I hadn't made.
anger,"This causes considerable annoyance to the Germans , who find themselves being forced to speak English and say that they will settle the matter ` by decree "" . "
love,@jeskamitch Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him   I remember racing trucks with him that ...
worry,"@vivid13 Good for you! I don't think I'll be joining later. I'm hyper as hell, though. WHEE!"
joy,"Sometimes the only thing worthwhile to say, or tweet, is &quot;I love each and every one of you!&quot; What else really matters? #breakingnews"
worry,@Boy_Kill_Boy I is angry
love,To all mothers in the world : happy mothers day
anger,Sorry y'all. I have encounter far too many annoyances and far too little coffee this morning.  #givemesnacks
fear,"As Antoinette grew weaker , and left her bed hardly at all , she became frightened to be left alone . "
sadness,Power cut made me unable to listen to the songs sung by my favourite pop star.
fear,"Eaa jleb RT @gilbhas: Lo ga takut untuk mencintai, yang lo takutin adalah tidak dicintai balik.  "
love,With My Boy Still  He's everything to me
joy,crushed twirl and ice-cream :)
anger," Fine , then ! If that ’ s the way you feel , so be it . But you ’ re losing out on a great opportunity here . I ’ m going to go hit up Mum for the cash . "
surprise,Can't wait to see Mothers face tomorrow. She's not expecting me home till Wednesday 
anger,Mstww..jux listening 2 listening to Ferguson and Ferdinand on Euro sport..wlh!
joy,"The warden and his wife , being owners of a Siamese cat , were not overjoyed to see Emily but they reluctantly fed her a saucer of milk , saying that she could stay for one night . "
love,@Neekatron that sounds delicious
joy,@RandyCoppinger :) RE:   &gt; did I mention this fresh destination also provides a dedicated room for the studio!?! :-P
sadness,Sorry if I didn't reply to you yesterday the Internet stopped working :( 
surprise,"Gloria stared , her mouth agape , then turned to Ruth in bewilderment . "
surprise,"Have you ever started watching a movie,thinking its the funny version of an actual scary movie,to find out it's the actual movie.."
neutral, I've been snowed under with since my bosses away on business . 
joy,"Ok so I'm done studying for the night. Showering, eating, then hitting the sheets...just to do it all again tomorrow! #sarcastictweet"
love,@DHughesy congrats on Rafferty's arrival!  he is so cutteee!!
fear, Why can't I call the police now ? He was definitely following me ! 
neutral, Engaged ? 
